country,state,city,station,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,pollution_avg
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM",28.422681,77.148944,NO2,9.0,16.0,12.0,12.351259063133293
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",18.616318,73.765797,PM2.5,40.0,91.0,57.0,60.597615789439345
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",26.200388,78.147714,OZONE,66.0,170.0,113.0,123.72617028140944
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",17.393559,78.339194,SO2,12.0,19.0,15.0,15.70581449643408
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",28.194909,76.862296,CO,25.0,62.0,43.0,42.046977155197744
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",22.49929,88.36917,CO,20.0,28.0,24.0,22.12359721895751
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",26.031443,76.359327,PM2.5,15.0,48.0,28.0,28.18233498935705
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM",18.614767,73.799516,NO2,8.0,20.0,11.0,12.645912371984739
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",18.96702,72.84214,OZONE,13.0,31.0,27.0,22.19668436517043
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",30.379589,76.778328,NH3,4.0,11.0,7.0,6.1983109529359535
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",27.571409,77.655757,CO,7.0,22.0,13.0,13.096983829895594
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",24.892047,74.623527,PM2.5,38.0,72.0,58.0,52.35765680724505
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",30.379589,76.778328,SO2,15.0,32.0,22.0,24.123673328090895
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",28.964949,77.278761,OZONE,20.0,118.0,81.0,83.84645361664478
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",28.5710274,77.0719006,PM10,63.0,145.0,108.0,99.98617530661299
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",13.67,79.35,CO,14.0,78.0,30.0,39.14501308499722
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",17.5184,78.278777,NH3,1.0,3.0,2.0,1.6052263847263846
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC",28.615828,77.271992,OZONE,12.0,107.0,88.0,73.51161457694351
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB",27.608912,75.153302,PM10,108.0,500.0,333.0,152.0177631567779
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",25.3505986,82.9083074,PM2.5,52.0,88.0,67.0,66.69745614434584
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",19.000083,72.813993,NH3,2.0,2.0,2.0,2.081504800754801
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",17.4559458,78.4332152,CO,32.0,122.0,37.0,66.06046011126818
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",26.200388,78.147714,SO2,1.0,18.0,10.0,9.009430706720181
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",22.06047,88.109737,NH3,4.0,6.0,5.0,5.017729885310768
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",26.1403345,85.3650192,PM2.5,33.0,62.0,49.0,46.61855220596396
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",26.509954,80.249612,CO,16.0,24.0,23.0,20.413703234544943
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",28.6701,76.9254,SO2,6.0,7.0,6.0,6.4453132529235475
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",19.0364585,72.8954371,NO2,11.0,45.0,20.0,22.00328568748073
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",28.695381,77.181665,NO2,9.0,71.0,30.0,32.684515953344885
India,Maharashtra,Beed,"Bir, Beed - MPCB",18.988474,75.753873,NH3,2.0,3.0,3.0,2.3361375831770568
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",28.47272,77.482,PM2.5,25.0,110.0,50.0,55.858356555209504
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",21.237755,81.705301,OZONE,49.0,199.0,186.0,117.7143065276227
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB",28.018792,73.292658,NO2,16.0,62.0,40.0,36.93388796089532
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",26.9502929,75.730943,CO,13.0,106.0,46.0,39.44076016673386
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",28.47272,77.482,NH3,8.0,11.0,10.0,9.05522050253668
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",25.859655,85.77944,PM2.5,10.0,260.0,55.0,83.63036777451138
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM",28.5512005,77.2735737,PM10,52.0,164.0,80.0,100.20774022790934
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",25.494,81.863,SO2,18.0,109.0,43.0,49.64605003330005
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB",19.9591346,73.7788008,SO2,1.0,3.0,2.0,1.7248432400932396
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",23.567923,87.306843,NO2,4.0,22.0,12.0,11.24060901916281
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",28.725645,77.749675,SO2,2.0,82.0,10.0,27.450750173029583
India,Delhi,Delhi,"DTU, Delhi - CPCB",28.7500499,77.1112615,PM2.5,35.0,224.0,86.0,83.99826173418086
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",22.320153,73.216285,NO2,7.0,9.0,8.0,8.168917823018056
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro",21.217779,72.834787,SO2,5.0,6.0,6.0,5.557595707397179
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",16.172806,75.659694,SO2,7.0,7.0,7.0,6.817748301535067
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",22.678,75.8559,NO2,13.0,41.0,21.0,22.22603509102696
India,Maharashtra,Virar,"Bolinj, Virar - MPCB",19.445821,72.7988231,CO,12.0,100.0,26.0,42.19853733401103
India,Rajasthan,Sri Ganganagar,"Old City, Sri Ganganagar - RSPCB",29.931624,73.864511,NO2,20.0,265.0,73.0,90.03799911199911
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",27.169338,78.03582,OZONE,5.0,25.0,6.0,15.246261131842012
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",22.06047,88.109737,NO2,7.0,32.0,16.0,18.188609282873983
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",12.990328,77.5431385,NO2,,,7.0,14.05252657554864
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",25.14389,75.821256,SO2,9.0,16.0,12.0,12.456293923697563
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",28.3419248,77.319699,NO2,19.0,21.0,20.0,19.75867585763909
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",17.417094,78.457437,NH3,4.0,5.0,4.0,4.28407669994115
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",26.29581,73.082283,CO,1.0,106.0,3.0,32.8489751264817
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",25.44919916,81.82735986,PM10,20.0,109.0,50.0,54.93043746990884
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC",28.62181,77.1944633,NH3,1.0,2.0,1.0,1.4809055944055942
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",12.9533,80.2357,OZONE,2.0,6.0,4.0,3.9301836555257603
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",27.169338,78.03582,PM10,48.0,121.0,78.0,80.41480780738867
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",13.0270199,77.494094,NO2,11.0,26.0,17.0,18.12963485125985
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",26.902909,75.836858,PM2.5,44.0,118.0,75.0,69.24594797359502
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",19.000083,72.813993,NO2,20.0,27.0,23.0,22.15276651027851
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",27.215415,77.50873,NH3,8.0,13.0,10.0,9.625702890032223
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",22.248853,70.776774,PM2.5,2.0,117.0,39.0,41.288605850032326
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",29.503664,75.467934,NO2,18.0,20.0,19.0,19.375142946106177
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",16.554731,80.64911,CO,18.0,52.0,48.0,29.227132427041482
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB",10.942451,76.978996,PM2.5,9.0,37.0,20.0,21.893287426410875
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",26.1403345,85.3650192,NO2,4.0,12.0,7.0,7.131128993555462
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",28.406963,77.849831,OZONE,16.0,53.0,44.0,37.75769027541088
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",28.806223,76.141105,NO2,11.0,19.0,15.0,14.7119401640671
India,Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",19.008751,73.01662,PM10,10.0,41.0,21.0,21.469894471670404
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",23.508764,87.35444,NO2,49.0,64.0,55.0,54.618643284003575
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",23.107969,72.574648,SO2,2.0,8.0,3.0,4.211634829867414
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB",26.253384,72.976571,SO2,,,9.0,30.33071092650039
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",23.016834,72.625775,OZONE,5.0,17.0,10.0,10.023009628099796
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",26.786682,75.827928,NH3,2.0,7.0,3.0,4.016815310506487
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB",21.941841,86.728318,NH3,1.0,2.0,1.0,1.6348616285675113
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",28.840739,78.697531,CO,7.0,43.0,26.0,22.533427412456813
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",23.023389,72.515201,PM2.5,46.0,70.0,59.0,53.74208592890598
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",28.999264,77.7590354,PM2.5,16.0,62.0,32.0,36.48736230599467
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",12.9135218,77.5950804,NO2,19.0,20.0,19.0,19.550123382336615
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26.80365,84.51954,NH3,,,16.0,32.90751012876013
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",27.103358,93.679645,OZONE,6.0,7.0,6.0,6.48192505778535
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",23.7176342,92.7192841,SO2,14.0,15.0,14.0,14.807481272210758
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",20.939198,77.765701,PM10,31.0,73.0,51.0,48.447539192833304
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",19.0863,72.8888,PM2.5,18.0,87.0,53.0,44.828390179007435
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",25.16409,75.858137,NH3,6.0,11.0,8.0,8.623977035219685
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",29.503664,75.467934,NH3,13.0,15.0,14.0,13.758364612210974
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB",19.10122,74.73339,CO,8.0,22.0,20.0,12.841048034224121
India,Madhya Pradesh,Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab",23.331731,75.045981,NO2,6.0,38.0,17.0,19.121892808945447
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",23.618183,87.105718,NO2,2.0,2.0,2.0,2.205022116772117
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB",26.4703136,80.3229863,SO2,12.0,13.0,12.0,12.289755247203777
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",13.615387,79.40923,NO2,28.0,31.0,29.0,29.78131920040744
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",22.368195,82.746431,NH3,1.0,1.0,1.0,1.0
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",23.837789,73.714926,SO2,1.0,6.0,3.0,3.1598549703220753
India,Haryana,Karnal,"Sector-12, Karnal - HSPCB",29.6953,77.0027,CO,12.0,16.0,13.0,13.770015450193082
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",18.616318,73.765797,NO2,8.0,18.0,13.0,11.567715191241504
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",20.0073285,73.7762427,CO,21.0,22.0,21.0,20.587238063235354
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",23.163798,72.677768,SO2,1.0,9.0,5.0,5.13515335481512
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",28.672342,77.31526,NO2,32.0,84.0,53.0,51.84683495018054
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",26.786682,75.827928,PM10,65.0,170.0,110.0,102.57762890203712
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",28.4417,77.3217,PM2.5,,,56.0,34.44075579322637
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB",20.48891,85.84768,PM10,51.0,80.0,68.0,63.40468084959416
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",28.060249,76.113115,SO2,2.0,3.0,3.0,2.4112200146344884
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",29.5364,75.0158,NO2,,,9.0,31.177904105698225
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",19.786089,72.757971,OZONE,,,41.0,37.06922432155907
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",16.9872867,81.7363176,PM2.5,30.0,68.0,46.0,45.078208543090895
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",17.65439,75.90649,CO,10.0,50.0,22.0,22.24307165967847
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",19.10078,72.87462,PM2.5,15.0,28.0,21.0,19.493790865996747
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB",19.710842,77.151824,PM10,38.0,72.0,51.0,53.05946750634985
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",19.9775302,79.2337086,OZONE,2.0,164.0,160.0,74.95085208092563
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",24.75746,84.366208,CO,101.0,103.0,102.0,101.4665634460569
India,Maharashtra,Pimpri-Chinchwad,"Bhumkar Nagar, Pimpri-Chinchwad - IITM",18.60577,73.749976,NO2,14.0,33.0,18.0,22.0227314174044
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",19.000084,72.85673,NO2,14.0,24.0,19.0,18.45876629227326
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",23.264759,77.381568,PM2.5,20.0,67.0,41.0,40.63300028299874
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB",19.1878657,72.8304069,SO2,,,27.0,41.81834905372405
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",19.053536,72.84643,PM10,,,19.0,30.277198859791746
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",26.446912,91.439057,PM10,14.0,56.0,48.0,32.441457655304795
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",25.494,81.863,CO,7.0,17.0,12.0,11.81471902770432
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",23.233584,77.400574,OZONE,60.0,155.0,116.0,111.70480215617715
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",19.786089,72.757971,NH3,,,11.0,34.52227485994396
India,Delhi,Delhi,"Mundka, Delhi - DPCC",28.684678,77.076574,NH3,6.0,9.0,7.0,7.566889359651358
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",8.5149093,76.9435879,NO2,,,18.0,23.76936088669785
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",22.06631475,83.33820077,PM10,,,17.0,27.741611820623174
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",17.37206,78.50864,PM10,63.0,80.0,69.0,70.24598500355852
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",23.685297,86.945968,CO,12.0,94.0,31.0,38.335908439728506
India,Rajasthan,Sawai Madhopur,"Sahu Nagar, Sawai Madhopur - RSPCB",26.031443,76.359327,PM10,55.0,198.0,104.0,102.1736389819331
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",23.041137,72.456691,PM2.5,36.0,76.0,52.0,54.05164160138966
India,TamilNadu,Chennai,"Manali, Chennai - CPCB",13.164544,80.26285,SO2,,,13.0,25.42461814492697
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",25.16409,75.858137,OZONE,1.0,129.0,44.0,62.841201403988144
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB",21.14472,79.107595,NH3,3.0,12.0,6.0,6.251591963591962
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26.80365,84.51954,OZONE,,,16.0,30.03768895578106
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",23.023389,72.515201,NO2,14.0,15.0,14.0,14.581515571245054
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",17.72,83.3,SO2,8.0,60.0,21.0,29.46346402049963
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",22.9682591,76.064118,PM2.5,16.0,63.0,43.0,38.48074272949273
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",28.685382,77.453839,PM10,42.0,345.0,77.0,112.1111775826513
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",28.570173,76.933762,PM10,52.0,102.0,70.0,75.10825781081662
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",28.56923,77.393848,CO,40.0,54.0,46.0,45.69187256779171
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",26.470859,74.646594,PM10,66.0,133.0,98.0,94.67076650838835
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",28.39072,77.30059,SO2,5.0,16.0,10.0,10.234393501922911
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB",22.245,84.88111111,PM2.5,,,5.0,47.74530303520009
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",29.4723508,77.7194031,PM10,40.0,173.0,102.0,93.16553652436318
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",28.623763,77.287209,NO2,11.0,48.0,26.0,25.5482938034188
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",28.56789,77.250515,SO2,13.0,19.0,15.0,15.625659870830928
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",28.695381,77.181665,NH3,7.0,35.0,8.0,20.262107182806872
India,Haryana,Jind,"Police Lines, Jind - HSPCB",29.307814,76.337619,CO,124.0,152.0,152.0,138.15590625061213
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC",30.719859,76.738637,OZONE,3.0,111.0,74.0,71.81894862082362
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",16.5038,74.3623,PM2.5,20.0,44.0,30.0,30.508781690531713
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",20.0073285,73.7762427,PM10,24.0,58.0,42.0,39.94411857994946
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",28.646233,77.358075,PM2.5,23.0,98.0,55.0,49.4485437084845
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",28.531346,77.190156,NH3,5.0,8.0,6.0,6.514960676578323
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",28.4417,77.3217,CO,58.0,64.0,62.0,61.392926415302945
India,Rajasthan,Jaipur,"RIICO Sitapura, Jaipur - RSPCB",26.786682,75.827928,NO2,16.0,41.0,27.0,27.29556982753229
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB",19.2268427,73.0788456,PM2.5,2.0,36.0,10.0,17.233789750067615
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",30.735567,76.775714,NO2,5.0,32.0,13.0,17.27949605133429
India,Punjab,Patiala,"Model Town, Patiala - PPCB",30.349388,76.366642,PM10,22.0,78.0,49.0,44.75645681932445
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB",26.506177,77.025989,NO2,,,14.0,20.385116937156415
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",30.233011,74.907758,PM10,16.0,97.0,52.0,48.71039809455252
India,Haryana,Jind,"Police Lines, Jind - HSPCB",29.307814,76.337619,NH3,,,68.0,38.19804238000562
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",23.618183,87.105718,OZONE,8.0,50.0,36.0,31.945255206394904
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",22.7084,75.8815,SO2,2.0,3.0,3.0,2.2732086787481522
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",15.3714823,75.1160168,PM10,47.0,56.0,55.0,51.34744773784866
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",25.592539,85.227158,OZONE,22.0,88.0,70.0,59.30366773341039
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",19.0863,72.8888,NO2,6.0,7.0,6.0,6.440124027932852
India,Rajasthan,Chittorgarh,"Shastri Nagar, Chittorgarh - RSPCB",24.892047,74.623527,NH3,8.0,35.0,15.0,20.13885970973471
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB",19.854616,75.905894,NH3,2.0,4.0,4.0,2.8540866786292476
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",29.432304,76.972765,PM10,95.0,117.0,114.0,107.90625440572504
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",18.9767,72.838,NH3,1.0,1.0,1.0,1.0
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",18.9767,72.838,OZONE,4.0,16.0,13.0,10.104271643947726
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",28.60909,77.0325413,NO2,34.0,96.0,61.0,61.15260790624065
India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",26.203442,78.193251,PM2.5,20.0,40.0,28.0,30.781830262058214
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",19.23241,72.86895,CO,4.0,34.0,21.0,18.57667193917194
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",27.19862,77.92066,NO2,39.0,59.0,58.0,47.52907688961366
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB",20.021503,73.813844,NH3,,,24.0,28.101695192062838
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",15.411456,75.638133,NO2,1.0,2.0,1.0,1.6636524031524036
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",22.5448082,88.3403691,OZONE,15.0,38.0,33.0,27.975633495589378
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",22.7605581,88.3617589,CO,10.0,30.0,16.0,16.151275872519296
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",27.308328,84.531742,NO2,6.0,14.0,9.0,10.35418228993229
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",11.55358,76.55521,PM10,35.0,50.0,45.0,41.17435971218323
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",18.1023399,73.4783687,SO2,2.0,38.0,19.0,17.515512563253743
India,Rajasthan,Churu,"Subash Chowk, Churu - RSPCB",28.296139,74.961696,NO2,7.0,24.0,16.0,14.524548042987284
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",28.88528,78.7388,PM2.5,22.0,61.0,46.0,39.36640966124519
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM",18.897756,72.81332,PM10,32.0,63.0,45.0,44.178887089217966
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",23.616515,87.119133,SO2,6.0,10.0,8.0,8.123192462207554
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",28.685382,77.453839,CO,26.0,55.0,30.0,39.95520272855801
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",25.14389,75.821256,PM2.5,25.0,176.0,89.0,74.62046593847327
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",12.951913,77.539784,PM2.5,,,5.0,17.913504753373562
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",23.508764,87.35444,NH3,1.0,4.0,3.0,2.54703445818887
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB",18.994218,72.8158167,PM10,8.0,150.0,46.0,58.43110727426168
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",16.9872867,81.7363176,PM10,33.0,75.0,51.0,53.076469220665814
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB",28.194909,76.862296,SO2,7.0,13.0,10.0,9.656340544044877
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB",25.16409,75.858137,CO,9.0,102.0,15.0,36.606834509058196
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",29.8006,76.4155,PM2.5,70.0,93.0,80.0,76.80248664815575
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",29.966942,76.875879,NO2,16.0,22.0,19.0,18.88491618838677
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26.349082,92.68449,PM2.5,37.0,69.0,52.0,51.66771151887328
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",22.627847,88.380669,NO2,23.0,99.0,57.0,52.76922401128283
